Borough_Name,Code,Crime_type,Year,Month,No_of_crimes
HARROW,E09000015,Legal_Process_Crimes,2014,6,3
HAVERING,E09000016,Legal_Process_Crimes,2014,6,3
HILLINGDON,E09000017,Legal_Process_Crimes,2014,6,28
HOUNSLOW,E09000018,Legal_Process_Crimes,2014,6,16
ISLINGTON,E09000019,Legal_Process_Crimes,2014,6,5
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2014,6,5
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2014,6,0
LAMBETH,E09000022,Legal_Process_Crimes,2014,6,6
LEWISHAM,E09000023,Legal_Process_Crimes,2014,6,4
MERTON,E09000024,Legal_Process_Crimes,2014,6,1
NEWHAM,E09000025,Legal_Process_Crimes,2014,6,11
REDBRIDGE,E09000026,Legal_Process_Crimes,2014,6,2
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2014,6,1
SOUTHWARK,E09000028,Legal_Process_Crimes,2014,6,5
SUTTON,E09000029,Legal_Process_Crimes,2014,6,1
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2014,6,2
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2014,6,4
WANDSWORTH,E09000032,Legal_Process_Crimes,2014,6,2
WESTMINSTER,E09000033,Legal_Process_Crimes,2014,6,7
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2014,6,4
BARNET,E09000003,Weapon_Related_Crimes,2014,6,0
BEXLEY,E09000004,Weapon_Related_Crimes,2014,6,0
BRENT,E09000005,Weapon_Related_Crimes,2014,6,1
BROMLEY,E09000006,Weapon_Related_Crimes,2014,6,2
CAMDEN,E09000007,Weapon_Related_Crimes,2014,6,1
CROYDON,E09000008,Weapon_Related_Crimes,2014,6,8
EALING,E09000009,Weapon_Related_Crimes,2014,6,1
ENFIELD,E09000010,Weapon_Related_Crimes,2014,6,0
GREENWICH,E09000011,Weapon_Related_Crimes,2014,6,2
HACKNEY,E09000012,Weapon_Related_Crimes,2014,6,3
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2014,6,0
HARINGEY,E09000014,Weapon_Related_Crimes,2014,6,1
HARROW,E09000015,Weapon_Related_Crimes,2014,6,0
HAVERING,E09000016,Weapon_Related_Crimes,2014,6,3
HILLINGDON,E09000017,Weapon_Related_Crimes,2014,6,4
HOUNSLOW,E09000018,Weapon_Related_Crimes,2014,6,2
ISLINGTON,E09000019,Weapon_Related_Crimes,2014,6,5
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2014,6,1
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2014,6,0
LAMBETH,E09000022,Weapon_Related_Crimes,2014,6,3
LEWISHAM,E09000023,Weapon_Related_Crimes,2014,6,3
MERTON,E09000024,Weapon_Related_Crimes,2014,6,1
NEWHAM,E09000025,Weapon_Related_Crimes,2014,6,1
REDBRIDGE,E09000026,Weapon_Related_Crimes,2014,6,2
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2014,6,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2014,6,2
SUTTON,E09000029,Weapon_Related_Crimes,2014,6,0
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2014,6,3
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2014,6,4
WANDSWORTH,E09000032,Weapon_Related_Crimes,2014,6,1
WESTMINSTER,E09000033,Weapon_Related_Crimes,2014,6,10
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2014,6,140
BARNET,E09000003,Miscellaneous_Crimes,2014,6,178
BEXLEY,E09000004,Miscellaneous_Crimes,2014,6,111
BRENT,E09000005,Miscellaneous_Crimes,2014,6,200
BROMLEY,E09000006,Miscellaneous_Crimes,2014,6,188
CAMDEN,E09000007,Miscellaneous_Crimes,2014,6,151
CROYDON,E09000008,Miscellaneous_Crimes,2014,6,273
EALING,E09000009,Miscellaneous_Crimes,2014,6,179
ENFIELD,E09000010,Miscellaneous_Crimes,2014,6,197
GREENWICH,E09000011,Miscellaneous_Crimes,2014,6,200
HACKNEY,E09000012,Miscellaneous_Crimes,2014,6,162
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2014,6,127
HARINGEY,E09000014,Miscellaneous_Crimes,2014,6,199
HARROW,E09000015,Miscellaneous_Crimes,2014,6,106
HAVERING,E09000016,Miscellaneous_Crimes,2014,6,133
HILLINGDON,E09000017,Miscellaneous_Crimes,2014,6,222
HOUNSLOW,E09000018,Miscellaneous_Crimes,2014,6,219
ISLINGTON,E09000019,Miscellaneous_Crimes,2014,6,159
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2014,6,84
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2014,6,85
LAMBETH,E09000022,Miscellaneous_Crimes,2014,6,246
LEWISHAM,E09000023,Miscellaneous_Crimes,2014,6,194
MERTON,E09000024,Miscellaneous_Crimes,2014,6,105
NEWHAM,E09000025,Miscellaneous_Crimes,2014,6,193
REDBRIDGE,E09000026,Miscellaneous_Crimes,2014,6,139
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2014,6,103
SOUTHWARK,E09000028,Miscellaneous_Crimes,2014,6,228
SUTTON,E09000029,Miscellaneous_Crimes,2014,6,102
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2014,6,189
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2014,6,170
WANDSWORTH,E09000032,Miscellaneous_Crimes,2014,6,134
WESTMINSTER,E09000033,Miscellaneous_Crimes,2014,6,173
BARKING AND DAGENHAM,E09000002,Property_Crimes,2014,7,578
BARNET,E09000003,Property_Crimes,2014,7,1068
BEXLEY,E09000004,Property_Crimes,2014,7,560
BRENT,E09000005,Property_Crimes,2014,7,819
BROMLEY,E09000006,Property_Crimes,2014,7,925
CAMDEN,E09000007,Property_Crimes,2014,7,1342
CROYDON,E09000008,Property_Crimes,2014,7,1066
EALING,E09000009,Property_Crimes,2014,7,1136
ENFIELD,E09000010,Property_Crimes,2014,7,876
GREENWICH,E09000011,Property_Crimes,2014,7,898
HACKNEY,E09000012,Property_Crimes,2014,7,1071
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2014,7,833
HARINGEY,E09000014,Property_Crimes,2014,7,944
HARROW,E09000015,Property_Crimes,2014,7,446
HAVERING,E09000016,Property_Crimes,2014,7,623
HILLINGDON,E09000017,Property_Crimes,2014,7,939
HOUNSLOW,E09000018,Property_Crimes,2014,7,746
ISLINGTON,E09000019,Property_Crimes,2014,7,1068
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2014,7,952
KINGSTON UPON THAMES,E09000021,Property_Crimes,2014,7,380
LAMBETH,E09000022,Property_Crimes,2014,7,1245
LEWISHAM,E09000023,Property_Crimes,2014,7,818
MERTON,E09000024,Property_Crimes,2014,7,483
NEWHAM,E09000025,Property_Crimes,2014,7,1152
REDBRIDGE,E09000026,Property_Crimes,2014,7,837
RICHMOND UPON THAMES,E09000027,Property_Crimes,2014,7,523
SOUTHWARK,E09000028,Property_Crimes,2014,7,1185
SUTTON,E09000029,Property_Crimes,2014,7,457
TOWER HAMLETS,E09000030,Property_Crimes,2014,7,1117
WALTHAM FOREST,E09000031,Property_Crimes,2014,7,824
WANDSWORTH,E09000032,Property_Crimes,2014,7,1072
WESTMINSTER,E09000033,Property_Crimes,2014,7,2477
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2014,7,464
BARNET,E09000003,Violent_Crimes,2014,7,492
BEXLEY,E09000004,Violent_Crimes,2014,7,298
BRENT,E09000005,Violent_Crimes,2014,7,651
BROMLEY,E09000006,Violent_Crimes,2014,7,495
CAMDEN,E09000007,Violent_Crimes,2014,7,460
CROYDON,E09000008,Violent_Crimes,2014,7,755
EALING,E09000009,Violent_Crimes,2014,7,682
ENFIELD,E09000010,Violent_Crimes,2014,7,568
GREENWICH,E09000011,Violent_Crimes,2014,7,531
HACKNEY,E09000012,Violent_Crimes,2014,7,663
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2014,7,361
HARINGEY,E09000014,Violent_Crimes,2014,7,574
HARROW,E09000015,Violent_Crimes,2014,7,325
HAVERING,E09000016,Violent_Crimes,2014,7,307
HILLINGDON,E09000017,Violent_Crimes,2014,7,649
HOUNSLOW,E09000018,Violent_Crimes,2014,7,500
ISLINGTON,E09000019,Violent_Crimes,2014,7,510
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2014,7,254
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2014,7,173
LAMBETH,E09000022,Violent_Crimes,2014,7,768
LEWISHAM,E09000023,Violent_Crimes,2014,7,666
MERTON,E09000024,Violent_Crimes,2014,7,237
NEWHAM,E09000025,Violent_Crimes,2014,7,755
REDBRIDGE,E09000026,Violent_Crimes,2014,7,524
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2014,7,215
SOUTHWARK,E09000028,Violent_Crimes,2014,7,706
SUTTON,E09000029,Violent_Crimes,2014,7,286
TOWER HAMLETS,E09000030,Violent_Crimes,2014,7,661
WALTHAM FOREST,E09000031,Violent_Crimes,2014,7,558
WANDSWORTH,E09000032,Violent_Crimes,2014,7,474
WESTMINSTER,E09000033,Violent_Crimes,2014,7,755
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2014,7,59
BARNET,E09000003,Drug_Related_Crimes,2014,7,85
BEXLEY,E09000004,Drug_Related_Crimes,2014,7,57
BRENT,E09000005,Drug_Related_Crimes,2014,7,327
BROMLEY,E09000006,Drug_Related_Crimes,2014,7,74
CAMDEN,E09000007,Drug_Related_Crimes,2014,7,150
CROYDON,E09000008,Drug_Related_Crimes,2014,7,112
EALING,E09000009,Drug_Related_Crimes,2014,7,140
ENFIELD,E09000010,Drug_Related_Crimes,2014,7,116
GREENWICH,E09000011,Drug_Related_Crimes,2014,7,117
HACKNEY,E09000012,Drug_Related_Crimes,2014,7,97
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2014,7,135
HARINGEY,E09000014,Drug_Related_Crimes,2014,7,68
HARROW,E09000015,Drug_Related_Crimes,2014,7,76
HAVERING,E09000016,Drug_Related_Crimes,2014,7,72
HILLINGDON,E09000017,Drug_Related_Crimes,2014,7,82
HOUNSLOW,E09000018,Drug_Related_Crimes,2014,7,146
ISLINGTON,E09000019,Drug_Related_Crimes,2014,7,112
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2014,7,36
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2014,7,56
LAMBETH,E09000022,Drug_Related_Crimes,2014,7,214
LEWISHAM,E09000023,Drug_Related_Crimes,2014,7,118
MERTON,E09000024,Drug_Related_Crimes,2014,7,39
NEWHAM,E09000025,Drug_Related_Crimes,2014,7,150
REDBRIDGE,E09000026,Drug_Related_Crimes,2014,7,130
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2014,7,40
SOUTHWARK,E09000028,Drug_Related_Crimes,2014,7,264
SUTTON,E09000029,Drug_Related_Crimes,2014,7,47
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2014,7,155
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2014,7,109
WANDSWORTH,E09000032,Drug_Related_Crimes,2014,7,66
WESTMINSTER,E09000033,Drug_Related_Crimes,2014,7,220
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2014,7,85
BARNET,E09000003,Public_Order_Crimes,2014,7,99
BEXLEY,E09000004,Public_Order_Crimes,2014,7,59
BRENT,E09000005,Public_Order_Crimes,2014,7,123
BROMLEY,E09000006,Public_Order_Crimes,2014,7,99
CAMDEN,E09000007,Public_Order_Crimes,2014,7,121
CROYDON,E09000008,Public_Order_Crimes,2014,7,134
EALING,E09000009,Public_Order_Crimes,2014,7,126
ENFIELD,E09000010,Public_Order_Crimes,2014,7,106
GREENWICH,E09000011,Public_Order_Crimes,2014,7,129
HACKNEY,E09000012,Public_Order_Crimes,2014,7,158
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2014,7,91
HARINGEY,E09000014,Public_Order_Crimes,2014,7,104
HARROW,E09000015,Public_Order_Crimes,2014,7,54
HAVERING,E09000016,Public_Order_Crimes,2014,7,72
HILLINGDON,E09000017,Public_Order_Crimes,2014,7,146
HOUNSLOW,E09000018,Public_Order_Crimes,2014,7,105
ISLINGTON,E09000019,Public_Order_Crimes,2014,7,148
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2014,7,76
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2014,7,43
LAMBETH,E09000022,Public_Order_Crimes,2014,7,192
LEWISHAM,E09000023,Public_Order_Crimes,2014,7,129
MERTON,E09000024,Public_Order_Crimes,2014,7,59
NEWHAM,E09000025,Public_Order_Crimes,2014,7,95
REDBRIDGE,E09000026,Public_Order_Crimes,2014,7,93
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2014,7,53
SOUTHWARK,E09000028,Public_Order_Crimes,2014,7,140
SUTTON,E09000029,Public_Order_Crimes,2014,7,59
TOWER HAMLETS,E09000030,Public_Order_Crimes,2014,7,148
WALTHAM FOREST,E09000031,Public_Order_Crimes,2014,7,112
WANDSWORTH,E09000032,Public_Order_Crimes,2014,7,98
WESTMINSTER,E09000033,Public_Order_Crimes,2014,7,146
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2014,7,2
BARNET,E09000003,Legal_Process_Crimes,2014,7,5
BEXLEY,E09000004,Legal_Process_Crimes,2014,7,3
BRENT,E09000005,Legal_Process_Crimes,2014,7,11
BROMLEY,E09000006,Legal_Process_Crimes,2014,7,1
CAMDEN,E09000007,Legal_Process_Crimes,2014,7,1
CROYDON,E09000008,Legal_Process_Crimes,2014,7,9
EALING,E09000009,Legal_Process_Crimes,2014,7,9
ENFIELD,E09000010,Legal_Process_Crimes,2014,7,6
GREENWICH,E09000011,Legal_Process_Crimes,2014,7,8
HACKNEY,E09000012,Legal_Process_Crimes,2014,7,6
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2014,7,3
HARINGEY,E09000014,Legal_Process_Crimes,2014,7,4
HARROW,E09000015,Legal_Process_Crimes,2014,7,4
HAVERING,E09000016,Legal_Process_Crimes,2014,7,5
HILLINGDON,E09000017,Legal_Process_Crimes,2014,7,70
HOUNSLOW,E09000018,Legal_Process_Crimes,2014,7,17
ISLINGTON,E09000019,Legal_Process_Crimes,2014,7,2
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2014,7,2
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2014,7,2
LAMBETH,E09000022,Legal_Process_Crimes,2014,7,5
LEWISHAM,E09000023,Legal_Process_Crimes,2014,7,5
MERTON,E09000024,Legal_Process_Crimes,2014,7,1
NEWHAM,E09000025,Legal_Process_Crimes,2014,7,7
REDBRIDGE,E09000026,Legal_Process_Crimes,2014,7,2
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2014,7,4
SOUTHWARK,E09000028,Legal_Process_Crimes,2014,7,4
SUTTON,E09000029,Legal_Process_Crimes,2014,7,4
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2014,7,9
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2014,7,6
WANDSWORTH,E09000032,Legal_Process_Crimes,2014,7,8
WESTMINSTER,E09000033,Legal_Process_Crimes,2014,7,11
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2014,7,1
BARNET,E09000003,Weapon_Related_Crimes,2014,7,3
BEXLEY,E09000004,Weapon_Related_Crimes,2014,7,2
BRENT,E09000005,Weapon_Related_Crimes,2014,7,4
BROMLEY,E09000006,Weapon_Related_Crimes,2014,7,0
CAMDEN,E09000007,Weapon_Related_Crimes,2014,7,0
CROYDON,E09000008,Weapon_Related_Crimes,2014,7,2
EALING,E09000009,Weapon_Related_Crimes,2014,7,2
ENFIELD,E09000010,Weapon_Related_Crimes,2014,7,4
GREENWICH,E09000011,Weapon_Related_Crimes,2014,7,1
HACKNEY,E09000012,Weapon_Related_Crimes,2014,7,0
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2014,7,4
HARINGEY,E09000014,Weapon_Related_Crimes,2014,7,1
HARROW,E09000015,Weapon_Related_Crimes,2014,7,1
HAVERING,E09000016,Weapon_Related_Crimes,2014,7,1
HILLINGDON,E09000017,Weapon_Related_Crimes,2014,7,4
HOUNSLOW,E09000018,Weapon_Related_Crimes,2014,7,0
ISLINGTON,E09000019,Weapon_Related_Crimes,2014,7,2
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2014,7,1
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2014,7,2
LAMBETH,E09000022,Weapon_Related_Crimes,2014,7,3
LEWISHAM,E09000023,Weapon_Related_Crimes,2014,7,2
MERTON,E09000024,Weapon_Related_Crimes,2014,7,1
NEWHAM,E09000025,Weapon_Related_Crimes,2014,7,5
REDBRIDGE,E09000026,Weapon_Related_Crimes,2014,7,1
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2014,7,1
SOUTHWARK,E09000028,Weapon_Related_Crimes,2014,7,7
SUTTON,E09000029,Weapon_Related_Crimes,2014,7,1
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2014,7,1
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2014,7,2
WANDSWORTH,E09000032,Weapon_Related_Crimes,2014,7,3
WESTMINSTER,E09000033,Weapon_Related_Crimes,2014,7,4
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2014,7,150
BARNET,E09000003,Miscellaneous_Crimes,2014,7,182
BEXLEY,E09000004,Miscellaneous_Crimes,2014,7,130
BRENT,E09000005,Miscellaneous_Crimes,2014,7,202
BROMLEY,E09000006,Miscellaneous_Crimes,2014,7,208
CAMDEN,E09000007,Miscellaneous_Crimes,2014,7,145
CROYDON,E09000008,Miscellaneous_Crimes,2014,7,265
EALING,E09000009,Miscellaneous_Crimes,2014,7,212
ENFIELD,E09000010,Miscellaneous_Crimes,2014,7,188
GREENWICH,E09000011,Miscellaneous_Crimes,2014,7,185
HACKNEY,E09000012,Miscellaneous_Crimes,2014,7,155
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2014,7,139
HARINGEY,E09000014,Miscellaneous_Crimes,2014,7,198
HARROW,E09000015,Miscellaneous_Crimes,2014,7,128
HAVERING,E09000016,Miscellaneous_Crimes,2014,7,104
HILLINGDON,E09000017,Miscellaneous_Crimes,2014,7,224
HOUNSLOW,E09000018,Miscellaneous_Crimes,2014,7,166
ISLINGTON,E09000019,Miscellaneous_Crimes,2014,7,167
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2014,7,87
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2014,7,76
LAMBETH,E09000022,Miscellaneous_Crimes,2014,7,252
LEWISHAM,E09000023,Miscellaneous_Crimes,2014,7,225
MERTON,E09000024,Miscellaneous_Crimes,2014,7,108
NEWHAM,E09000025,Miscellaneous_Crimes,2014,7,188
REDBRIDGE,E09000026,Miscellaneous_Crimes,2014,7,143
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2014,7,95
SOUTHWARK,E09000028,Miscellaneous_Crimes,2014,7,243
SUTTON,E09000029,Miscellaneous_Crimes,2014,7,101
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2014,7,211
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2014,7,155
WANDSWORTH,E09000032,Miscellaneous_Crimes,2014,7,161
WESTMINSTER,E09000033,Miscellaneous_Crimes,2014,7,182
BARKING AND DAGENHAM,E09000002,Property_Crimes,2014,8,567
BARNET,E09000003,Property_Crimes,2014,8,1035
BEXLEY,E09000004,Property_Crimes,2014,8,451
BRENT,E09000005,Property_Crimes,2014,8,790
BROMLEY,E09000006,Property_Crimes,2014,8,791
CAMDEN,E09000007,Property_Crimes,2014,8,1248
CROYDON,E09000008,Property_Crimes,2014,8,1046
EALING,E09000009,Property_Crimes,2014,8,987
ENFIELD,E09000010,Property_Crimes,2014,8,820
GREENWICH,E09000011,Property_Crimes,2014,8,738
HACKNEY,E09000012,Property_Crimes,2014,8,1077
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2014,8,888
HARINGEY,E09000014,Property_Crimes,2014,8,949
HARROW,E09000015,Property_Crimes,2014,8,456
HAVERING,E09000016,Property_Crimes,2014,8,683
HILLINGDON,E09000017,Property_Crimes,2014,8,924
HOUNSLOW,E09000018,Property_Crimes,2014,8,763
ISLINGTON,E09000019,Property_Crimes,2014,8,1037
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2014,8,1242
KINGSTON UPON THAMES,E09000021,Property_Crimes,2014,8,398
LAMBETH,E09000022,Property_Crimes,2014,8,1368
LEWISHAM,E09000023,Property_Crimes,2014,8,697
MERTON,E09000024,Property_Crimes,2014,8,482
NEWHAM,E09000025,Property_Crimes,2014,8,1133
REDBRIDGE,E09000026,Property_Crimes,2014,8,725
RICHMOND UPON THAMES,E09000027,Property_Crimes,2014,8,495
SOUTHWARK,E09000028,Property_Crimes,2014,8,1184
SUTTON,E09000029,Property_Crimes,2014,8,365
TOWER HAMLETS,E09000030,Property_Crimes,2014,8,987
WALTHAM FOREST,E09000031,Property_Crimes,2014,8,813
WANDSWORTH,E09000032,Property_Crimes,2014,8,1027
WESTMINSTER,E09000033,Property_Crimes,2014,8,2447
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2014,8,364
BARNET,E09000003,Violent_Crimes,2014,8,468
BEXLEY,E09000004,Violent_Crimes,2014,8,258
BRENT,E09000005,Violent_Crimes,2014,8,580
BROMLEY,E09000006,Violent_Crimes,2014,8,429
CAMDEN,E09000007,Violent_Crimes,2014,8,426
CROYDON,E09000008,Violent_Crimes,2014,8,711
EALING,E09000009,Violent_Crimes,2014,8,584
ENFIELD,E09000010,Violent_Crimes,2014,8,485
GREENWICH,E09000011,Violent_Crimes,2014,8,483
HACKNEY,E09000012,Violent_Crimes,2014,8,610
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2014,8,353
HARINGEY,E09000014,Violent_Crimes,2014,8,552
HARROW,E09000015,Violent_Crimes,2014,8,271
HAVERING,E09000016,Violent_Crimes,2014,8,304
HILLINGDON,E09000017,Violent_Crimes,2014,8,533
HOUNSLOW,E09000018,Violent_Crimes,2014,8,483
ISLINGTON,E09000019,Violent_Crimes,2014,8,477
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2014,8,440
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2014,8,161
LAMBETH,E09000022,Violent_Crimes,2014,8,791
LEWISHAM,E09000023,Violent_Crimes,2014,8,580
MERTON,E09000024,Violent_Crimes,2014,8,245
NEWHAM,E09000025,Violent_Crimes,2014,8,605
REDBRIDGE,E09000026,Violent_Crimes,2014,8,492
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2014,8,182
SOUTHWARK,E09000028,Violent_Crimes,2014,8,632
SUTTON,E09000029,Violent_Crimes,2014,8,200
TOWER HAMLETS,E09000030,Violent_Crimes,2014,8,613
WALTHAM FOREST,E09000031,Violent_Crimes,2014,8,502
WANDSWORTH,E09000032,Violent_Crimes,2014,8,456
WESTMINSTER,E09000033,Violent_Crimes,2014,8,812
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2014,8,66
BARNET,E09000003,Drug_Related_Crimes,2014,8,74
BEXLEY,E09000004,Drug_Related_Crimes,2014,8,44
BRENT,E09000005,Drug_Related_Crimes,2014,8,253
BROMLEY,E09000006,Drug_Related_Crimes,2014,8,64
CAMDEN,E09000007,Drug_Related_Crimes,2014,8,136
CROYDON,E09000008,Drug_Related_Crimes,2014,8,134
EALING,E09000009,Drug_Related_Crimes,2014,8,157
ENFIELD,E09000010,Drug_Related_Crimes,2014,8,130
GREENWICH,E09000011,Drug_Related_Crimes,2014,8,79
HACKNEY,E09000012,Drug_Related_Crimes,2014,8,98
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2014,8,152
HARINGEY,E09000014,Drug_Related_Crimes,2014,8,102
HARROW,E09000015,Drug_Related_Crimes,2014,8,87
HAVERING,E09000016,Drug_Related_Crimes,2014,8,62
HILLINGDON,E09000017,Drug_Related_Crimes,2014,8,80
HOUNSLOW,E09000018,Drug_Related_Crimes,2014,8,91
ISLINGTON,E09000019,Drug_Related_Crimes,2014,8,76
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2014,8,119
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2014,8,53
LAMBETH,E09000022,Drug_Related_Crimes,2014,8,252
LEWISHAM,E09000023,Drug_Related_Crimes,2014,8,105
MERTON,E09000024,Drug_Related_Crimes,2014,8,45
NEWHAM,E09000025,Drug_Related_Crimes,2014,8,139
REDBRIDGE,E09000026,Drug_Related_Crimes,2014,8,118
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2014,8,33
SOUTHWARK,E09000028,Drug_Related_Crimes,2014,8,219
SUTTON,E09000029,Drug_Related_Crimes,2014,8,29
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2014,8,152
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2014,8,95
WANDSWORTH,E09000032,Drug_Related_Crimes,2014,8,63
WESTMINSTER,E09000033,Drug_Related_Crimes,2014,8,265
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2014,8,58
BARNET,E09000003,Public_Order_Crimes,2014,8,103
BEXLEY,E09000004,Public_Order_Crimes,2014,8,49
BRENT,E09000005,Public_Order_Crimes,2014,8,118
BROMLEY,E09000006,Public_Order_Crimes,2014,8,99
CAMDEN,E09000007,Public_Order_Crimes,2014,8,90
CROYDON,E09000008,Public_Order_Crimes,2014,8,104
EALING,E09000009,Public_Order_Crimes,2014,8,118
ENFIELD,E09000010,Public_Order_Crimes,2014,8,95
GREENWICH,E09000011,Public_Order_Crimes,2014,8,98
HACKNEY,E09000012,Public_Order_Crimes,2014,8,107
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2014,8,95
HARINGEY,E09000014,Public_Order_Crimes,2014,8,99
HARROW,E09000015,Public_Order_Crimes,2014,8,46
HAVERING,E09000016,Public_Order_Crimes,2014,8,71
HILLINGDON,E09000017,Public_Order_Crimes,2014,8,105
HOUNSLOW,E09000018,Public_Order_Crimes,2014,8,92
ISLINGTON,E09000019,Public_Order_Crimes,2014,8,140
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2014,8,91
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2014,8,40
LAMBETH,E09000022,Public_Order_Crimes,2014,8,146
LEWISHAM,E09000023,Public_Order_Crimes,2014,8,78
MERTON,E09000024,Public_Order_Crimes,2014,8,37
NEWHAM,E09000025,Public_Order_Crimes,2014,8,91
REDBRIDGE,E09000026,Public_Order_Crimes,2014,8,72
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2014,8,36
SOUTHWARK,E09000028,Public_Order_Crimes,2014,8,117
SUTTON,E09000029,Public_Order_Crimes,2014,8,48
TOWER HAMLETS,E09000030,Public_Order_Crimes,2014,8,129
WALTHAM FOREST,E09000031,Public_Order_Crimes,2014,8,96
