Borough_Name,Code,Crime_type,Year,Month,No_of_crimes
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2016,8,179
HARINGEY,E09000014,Miscellaneous_Crimes,2016,8,201
HARROW,E09000015,Miscellaneous_Crimes,2016,8,81
HAVERING,E09000016,Miscellaneous_Crimes,2016,8,155
HILLINGDON,E09000017,Miscellaneous_Crimes,2016,8,196
HOUNSLOW,E09000018,Miscellaneous_Crimes,2016,8,201
ISLINGTON,E09000019,Miscellaneous_Crimes,2016,8,184
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2016,8,98
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2016,8,94
LAMBETH,E09000022,Miscellaneous_Crimes,2016,8,252
LEWISHAM,E09000023,Miscellaneous_Crimes,2016,8,194
MERTON,E09000024,Miscellaneous_Crimes,2016,8,128
NEWHAM,E09000025,Miscellaneous_Crimes,2016,8,188
REDBRIDGE,E09000026,Miscellaneous_Crimes,2016,8,144
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2016,8,89
SOUTHWARK,E09000028,Miscellaneous_Crimes,2016,8,271
SUTTON,E09000029,Miscellaneous_Crimes,2016,8,93
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2016,8,232
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2016,8,176
WANDSWORTH,E09000032,Miscellaneous_Crimes,2016,8,193
WESTMINSTER,E09000033,Miscellaneous_Crimes,2016,8,235
BARKING AND DAGENHAM,E09000002,Property_Crimes,2016,9,562
BARNET,E09000003,Property_Crimes,2016,9,1144
BEXLEY,E09000004,Property_Crimes,2016,9,480
BRENT,E09000005,Property_Crimes,2016,9,998
BROMLEY,E09000006,Property_Crimes,2016,9,770
CAMDEN,E09000007,Property_Crimes,2016,9,1395
CROYDON,E09000008,Property_Crimes,2016,9,998
EALING,E09000009,Property_Crimes,2016,9,1066
ENFIELD,E09000010,Property_Crimes,2016,9,901
GREENWICH,E09000011,Property_Crimes,2016,9,805
HACKNEY,E09000012,Property_Crimes,2016,9,1224
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2016,9,849
HARINGEY,E09000014,Property_Crimes,2016,9,1196
HARROW,E09000015,Property_Crimes,2016,9,547
HAVERING,E09000016,Property_Crimes,2016,9,622
HILLINGDON,E09000017,Property_Crimes,2016,9,972
HOUNSLOW,E09000018,Property_Crimes,2016,9,960
ISLINGTON,E09000019,Property_Crimes,2016,9,1112
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2016,9,1027
KINGSTON UPON THAMES,E09000021,Property_Crimes,2016,9,424
LAMBETH,E09000022,Property_Crimes,2016,9,1316
LEWISHAM,E09000023,Property_Crimes,2016,9,727
MERTON,E09000024,Property_Crimes,2016,9,537
NEWHAM,E09000025,Property_Crimes,2016,9,1181
REDBRIDGE,E09000026,Property_Crimes,2016,9,771
RICHMOND UPON THAMES,E09000027,Property_Crimes,2016,9,567
SOUTHWARK,E09000028,Property_Crimes,2016,9,1503
SUTTON,E09000029,Property_Crimes,2016,9,413
TOWER HAMLETS,E09000030,Property_Crimes,2016,9,1150
WALTHAM FOREST,E09000031,Property_Crimes,2016,9,763
WANDSWORTH,E09000032,Property_Crimes,2016,9,1124
WESTMINSTER,E09000033,Property_Crimes,2016,9,2259
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2016,9,486
BARNET,E09000003,Violent_Crimes,2016,9,565
BEXLEY,E09000004,Violent_Crimes,2016,9,349
BRENT,E09000005,Violent_Crimes,2016,9,711
BROMLEY,E09000006,Violent_Crimes,2016,9,481
CAMDEN,E09000007,Violent_Crimes,2016,9,597
CROYDON,E09000008,Violent_Crimes,2016,9,868
EALING,E09000009,Violent_Crimes,2016,9,731
ENFIELD,E09000010,Violent_Crimes,2016,9,631
GREENWICH,E09000011,Violent_Crimes,2016,9,696
HACKNEY,E09000012,Violent_Crimes,2016,9,738
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2016,9,413
HARINGEY,E09000014,Violent_Crimes,2016,9,683
HARROW,E09000015,Violent_Crimes,2016,9,366
HAVERING,E09000016,Violent_Crimes,2016,9,454
HILLINGDON,E09000017,Violent_Crimes,2016,9,606
HOUNSLOW,E09000018,Violent_Crimes,2016,9,527
ISLINGTON,E09000019,Violent_Crimes,2016,9,556
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2016,9,362
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2016,9,242
LAMBETH,E09000022,Violent_Crimes,2016,9,891
LEWISHAM,E09000023,Violent_Crimes,2016,9,679
MERTON,E09000024,Violent_Crimes,2016,9,305
NEWHAM,E09000025,Violent_Crimes,2016,9,772
REDBRIDGE,E09000026,Violent_Crimes,2016,9,481
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2016,9,235
SOUTHWARK,E09000028,Violent_Crimes,2016,9,770
SUTTON,E09000029,Violent_Crimes,2016,9,288
TOWER HAMLETS,E09000030,Violent_Crimes,2016,9,772
WALTHAM FOREST,E09000031,Violent_Crimes,2016,9,519
WANDSWORTH,E09000032,Violent_Crimes,2016,9,497
WESTMINSTER,E09000033,Violent_Crimes,2016,9,898
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2016,9,74
BARNET,E09000003,Drug_Related_Crimes,2016,9,90
BEXLEY,E09000004,Drug_Related_Crimes,2016,9,51
BRENT,E09000005,Drug_Related_Crimes,2016,9,179
BROMLEY,E09000006,Drug_Related_Crimes,2016,9,44
CAMDEN,E09000007,Drug_Related_Crimes,2016,9,119
CROYDON,E09000008,Drug_Related_Crimes,2016,9,105
EALING,E09000009,Drug_Related_Crimes,2016,9,120
ENFIELD,E09000010,Drug_Related_Crimes,2016,9,80
GREENWICH,E09000011,Drug_Related_Crimes,2016,9,76
HACKNEY,E09000012,Drug_Related_Crimes,2016,9,106
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2016,9,105
HARINGEY,E09000014,Drug_Related_Crimes,2016,9,133
HARROW,E09000015,Drug_Related_Crimes,2016,9,37
HAVERING,E09000016,Drug_Related_Crimes,2016,9,62
HILLINGDON,E09000017,Drug_Related_Crimes,2016,9,64
HOUNSLOW,E09000018,Drug_Related_Crimes,2016,9,77
ISLINGTON,E09000019,Drug_Related_Crimes,2016,9,151
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2016,9,138
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2016,9,62
LAMBETH,E09000022,Drug_Related_Crimes,2016,9,207
LEWISHAM,E09000023,Drug_Related_Crimes,2016,9,137
MERTON,E09000024,Drug_Related_Crimes,2016,9,30
NEWHAM,E09000025,Drug_Related_Crimes,2016,9,164
REDBRIDGE,E09000026,Drug_Related_Crimes,2016,9,102
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2016,9,32
SOUTHWARK,E09000028,Drug_Related_Crimes,2016,9,129
SUTTON,E09000029,Drug_Related_Crimes,2016,9,38
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2016,9,131
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2016,9,92
WANDSWORTH,E09000032,Drug_Related_Crimes,2016,9,64
WESTMINSTER,E09000033,Drug_Related_Crimes,2016,9,175
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2016,9,76
BARNET,E09000003,Public_Order_Crimes,2016,9,127
BEXLEY,E09000004,Public_Order_Crimes,2016,9,71
BRENT,E09000005,Public_Order_Crimes,2016,9,115
BROMLEY,E09000006,Public_Order_Crimes,2016,9,114
CAMDEN,E09000007,Public_Order_Crimes,2016,9,148
CROYDON,E09000008,Public_Order_Crimes,2016,9,186
EALING,E09000009,Public_Order_Crimes,2016,9,147
ENFIELD,E09000010,Public_Order_Crimes,2016,9,107
GREENWICH,E09000011,Public_Order_Crimes,2016,9,153
HACKNEY,E09000012,Public_Order_Crimes,2016,9,156
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2016,9,127
HARINGEY,E09000014,Public_Order_Crimes,2016,9,148
HARROW,E09000015,Public_Order_Crimes,2016,9,51
HAVERING,E09000016,Public_Order_Crimes,2016,9,95
HILLINGDON,E09000017,Public_Order_Crimes,2016,9,127
HOUNSLOW,E09000018,Public_Order_Crimes,2016,9,120
ISLINGTON,E09000019,Public_Order_Crimes,2016,9,127
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2016,9,85
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2016,9,64
LAMBETH,E09000022,Public_Order_Crimes,2016,9,183
LEWISHAM,E09000023,Public_Order_Crimes,2016,9,131
MERTON,E09000024,Public_Order_Crimes,2016,9,55
NEWHAM,E09000025,Public_Order_Crimes,2016,9,118
REDBRIDGE,E09000026,Public_Order_Crimes,2016,9,94
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2016,9,67
SOUTHWARK,E09000028,Public_Order_Crimes,2016,9,162
SUTTON,E09000029,Public_Order_Crimes,2016,9,57
TOWER HAMLETS,E09000030,Public_Order_Crimes,2016,9,201
WALTHAM FOREST,E09000031,Public_Order_Crimes,2016,9,122
WANDSWORTH,E09000032,Public_Order_Crimes,2016,9,117
WESTMINSTER,E09000033,Public_Order_Crimes,2016,9,244
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2016,9,5
BARNET,E09000003,Legal_Process_Crimes,2016,9,12
BEXLEY,E09000004,Legal_Process_Crimes,2016,9,3
BRENT,E09000005,Legal_Process_Crimes,2016,9,5
BROMLEY,E09000006,Legal_Process_Crimes,2016,9,4
CAMDEN,E09000007,Legal_Process_Crimes,2016,9,5
CROYDON,E09000008,Legal_Process_Crimes,2016,9,9
EALING,E09000009,Legal_Process_Crimes,2016,9,8
ENFIELD,E09000010,Legal_Process_Crimes,2016,9,6
GREENWICH,E09000011,Legal_Process_Crimes,2016,9,11
HACKNEY,E09000012,Legal_Process_Crimes,2016,9,5
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2016,9,4
HARINGEY,E09000014,Legal_Process_Crimes,2016,9,9
HARROW,E09000015,Legal_Process_Crimes,2016,9,3
HAVERING,E09000016,Legal_Process_Crimes,2016,9,3
HILLINGDON,E09000017,Legal_Process_Crimes,2016,9,73
HOUNSLOW,E09000018,Legal_Process_Crimes,2016,9,21
ISLINGTON,E09000019,Legal_Process_Crimes,2016,9,3
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2016,9,2
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2016,9,4
LAMBETH,E09000022,Legal_Process_Crimes,2016,9,7
LEWISHAM,E09000023,Legal_Process_Crimes,2016,9,4
MERTON,E09000024,Legal_Process_Crimes,2016,9,4
NEWHAM,E09000025,Legal_Process_Crimes,2016,9,25
REDBRIDGE,E09000026,Legal_Process_Crimes,2016,9,0
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2016,9,1
SOUTHWARK,E09000028,Legal_Process_Crimes,2016,9,2
SUTTON,E09000029,Legal_Process_Crimes,2016,9,3
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2016,9,8
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2016,9,10
WANDSWORTH,E09000032,Legal_Process_Crimes,2016,9,6
WESTMINSTER,E09000033,Legal_Process_Crimes,2016,9,8
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2016,9,1
BARNET,E09000003,Weapon_Related_Crimes,2016,9,1
BEXLEY,E09000004,Weapon_Related_Crimes,2016,9,3
BRENT,E09000005,Weapon_Related_Crimes,2016,9,3
BROMLEY,E09000006,Weapon_Related_Crimes,2016,9,1
CAMDEN,E09000007,Weapon_Related_Crimes,2016,9,7
CROYDON,E09000008,Weapon_Related_Crimes,2016,9,7
EALING,E09000009,Weapon_Related_Crimes,2016,9,3
ENFIELD,E09000010,Weapon_Related_Crimes,2016,9,6
GREENWICH,E09000011,Weapon_Related_Crimes,2016,9,2
HACKNEY,E09000012,Weapon_Related_Crimes,2016,9,9
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2016,9,2
HARINGEY,E09000014,Weapon_Related_Crimes,2016,9,8
HARROW,E09000015,Weapon_Related_Crimes,2016,9,3
HAVERING,E09000016,Weapon_Related_Crimes,2016,9,3
HILLINGDON,E09000017,Weapon_Related_Crimes,2016,9,2
HOUNSLOW,E09000018,Weapon_Related_Crimes,2016,9,3
ISLINGTON,E09000019,Weapon_Related_Crimes,2016,9,0
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2016,9,3
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2016,9,1
LAMBETH,E09000022,Weapon_Related_Crimes,2016,9,8
LEWISHAM,E09000023,Weapon_Related_Crimes,2016,9,2
MERTON,E09000024,Weapon_Related_Crimes,2016,9,1
NEWHAM,E09000025,Weapon_Related_Crimes,2016,9,4
REDBRIDGE,E09000026,Weapon_Related_Crimes,2016,9,4
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2016,9,1
SOUTHWARK,E09000028,Weapon_Related_Crimes,2016,9,0
SUTTON,E09000029,Weapon_Related_Crimes,2016,9,1
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2016,9,5
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2016,9,0
WANDSWORTH,E09000032,Weapon_Related_Crimes,2016,9,2
WESTMINSTER,E09000033,Weapon_Related_Crimes,2016,9,16
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2016,9,155
BARNET,E09000003,Miscellaneous_Crimes,2016,9,169
BEXLEY,E09000004,Miscellaneous_Crimes,2016,9,148
BRENT,E09000005,Miscellaneous_Crimes,2016,9,172
BROMLEY,E09000006,Miscellaneous_Crimes,2016,9,178
CAMDEN,E09000007,Miscellaneous_Crimes,2016,9,153
CROYDON,E09000008,Miscellaneous_Crimes,2016,9,289
EALING,E09000009,Miscellaneous_Crimes,2016,9,241
ENFIELD,E09000010,Miscellaneous_Crimes,2016,9,168
GREENWICH,E09000011,Miscellaneous_Crimes,2016,9,211
HACKNEY,E09000012,Miscellaneous_Crimes,2016,9,185
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2016,9,126
HARINGEY,E09000014,Miscellaneous_Crimes,2016,9,209
HARROW,E09000015,Miscellaneous_Crimes,2016,9,84
HAVERING,E09000016,Miscellaneous_Crimes,2016,9,123
HILLINGDON,E09000017,Miscellaneous_Crimes,2016,9,208
HOUNSLOW,E09000018,Miscellaneous_Crimes,2016,9,175
ISLINGTON,E09000019,Miscellaneous_Crimes,2016,9,155
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2016,9,98
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2016,9,101
LAMBETH,E09000022,Miscellaneous_Crimes,2016,9,244
LEWISHAM,E09000023,Miscellaneous_Crimes,2016,9,215
MERTON,E09000024,Miscellaneous_Crimes,2016,9,119
NEWHAM,E09000025,Miscellaneous_Crimes,2016,9,199
REDBRIDGE,E09000026,Miscellaneous_Crimes,2016,9,149
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2016,9,110
SOUTHWARK,E09000028,Miscellaneous_Crimes,2016,9,229
SUTTON,E09000029,Miscellaneous_Crimes,2016,9,99
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2016,9,230
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2016,9,145
WANDSWORTH,E09000032,Miscellaneous_Crimes,2016,9,194
WESTMINSTER,E09000033,Miscellaneous_Crimes,2016,9,163
BARKING AND DAGENHAM,E09000002,Property_Crimes,2016,10,565
BARNET,E09000003,Property_Crimes,2016,10,1059
BEXLEY,E09000004,Property_Crimes,2016,10,474
BRENT,E09000005,Property_Crimes,2016,10,1065
BROMLEY,E09000006,Property_Crimes,2016,10,801
CAMDEN,E09000007,Property_Crimes,2016,10,1482
CROYDON,E09000008,Property_Crimes,2016,10,947
EALING,E09000009,Property_Crimes,2016,10,1085
ENFIELD,E09000010,Property_Crimes,2016,10,952
GREENWICH,E09000011,Property_Crimes,2016,10,910
HACKNEY,E09000012,Property_Crimes,2016,10,1307
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2016,10,907
HARINGEY,E09000014,Property_Crimes,2016,10,1104
HARROW,E09000015,Property_Crimes,2016,10,556
HAVERING,E09000016,Property_Crimes,2016,10,645
HILLINGDON,E09000017,Property_Crimes,2016,10,1016
HOUNSLOW,E09000018,Property_Crimes,2016,10,1020
ISLINGTON,E09000019,Property_Crimes,2016,10,1207
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2016,10,974
KINGSTON UPON THAMES,E09000021,Property_Crimes,2016,10,407
LAMBETH,E09000022,Property_Crimes,2016,10,1402
LEWISHAM,E09000023,Property_Crimes,2016,10,830
MERTON,E09000024,Property_Crimes,2016,10,560
NEWHAM,E09000025,Property_Crimes,2016,10,1410
REDBRIDGE,E09000026,Property_Crimes,2016,10,824
RICHMOND UPON THAMES,E09000027,Property_Crimes,2016,10,529
SOUTHWARK,E09000028,Property_Crimes,2016,10,1415
SUTTON,E09000029,Property_Crimes,2016,10,392
TOWER HAMLETS,E09000030,Property_Crimes,2016,10,1324
WALTHAM FOREST,E09000031,Property_Crimes,2016,10,822
WANDSWORTH,E09000032,Property_Crimes,2016,10,1248
WESTMINSTER,E09000033,Property_Crimes,2016,10,2591
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2016,10,431
BARNET,E09000003,Violent_Crimes,2016,10,579
BEXLEY,E09000004,Violent_Crimes,2016,10,369
BRENT,E09000005,Violent_Crimes,2016,10,769
BROMLEY,E09000006,Violent_Crimes,2016,10,532
CAMDEN,E09000007,Violent_Crimes,2016,10,584
CROYDON,E09000008,Violent_Crimes,2016,10,850
EALING,E09000009,Violent_Crimes,2016,10,716
ENFIELD,E09000010,Violent_Crimes,2016,10,617
GREENWICH,E09000011,Violent_Crimes,2016,10,652
HACKNEY,E09000012,Violent_Crimes,2016,10,681
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2016,10,435
HARINGEY,E09000014,Violent_Crimes,2016,10,655
HARROW,E09000015,Violent_Crimes,2016,10,351
HAVERING,E09000016,Violent_Crimes,2016,10,422
HILLINGDON,E09000017,Violent_Crimes,2016,10,602
HOUNSLOW,E09000018,Violent_Crimes,2016,10,628
ISLINGTON,E09000019,Violent_Crimes,2016,10,604
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2016,10,305
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2016,10,228
LAMBETH,E09000022,Violent_Crimes,2016,10,841
LEWISHAM,E09000023,Violent_Crimes,2016,10,729
MERTON,E09000024,Violent_Crimes,2016,10,285
NEWHAM,E09000025,Violent_Crimes,2016,10,910
REDBRIDGE,E09000026,Violent_Crimes,2016,10,501
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2016,10,208
SOUTHWARK,E09000028,Violent_Crimes,2016,10,745
SUTTON,E09000029,Violent_Crimes,2016,10,257
TOWER HAMLETS,E09000030,Violent_Crimes,2016,10,827
WALTHAM FOREST,E09000031,Violent_Crimes,2016,10,587
WANDSWORTH,E09000032,Violent_Crimes,2016,10,559
WESTMINSTER,E09000033,Violent_Crimes,2016,10,910
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2016,10,98
BARNET,E09000003,Drug_Related_Crimes,2016,10,76
BEXLEY,E09000004,Drug_Related_Crimes,2016,10,65
BRENT,E09000005,Drug_Related_Crimes,2016,10,167
BROMLEY,E09000006,Drug_Related_Crimes,2016,10,69
CAMDEN,E09000007,Drug_Related_Crimes,2016,10,148
CROYDON,E09000008,Drug_Related_Crimes,2016,10,120
EALING,E09000009,Drug_Related_Crimes,2016,10,142
ENFIELD,E09000010,Drug_Related_Crimes,2016,10,93
GREENWICH,E09000011,Drug_Related_Crimes,2016,10,85
HACKNEY,E09000012,Drug_Related_Crimes,2016,10,112
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2016,10,123
HARINGEY,E09000014,Drug_Related_Crimes,2016,10,148
HARROW,E09000015,Drug_Related_Crimes,2016,10,35
HAVERING,E09000016,Drug_Related_Crimes,2016,10,69
HILLINGDON,E09000017,Drug_Related_Crimes,2016,10,75
HOUNSLOW,E09000018,Drug_Related_Crimes,2016,10,129
ISLINGTON,E09000019,Drug_Related_Crimes,2016,10,158
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2016,10,124
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2016,10,70
LAMBETH,E09000022,Drug_Related_Crimes,2016,10,215
LEWISHAM,E09000023,Drug_Related_Crimes,2016,10,124
MERTON,E09000024,Drug_Related_Crimes,2016,10,37
NEWHAM,E09000025,Drug_Related_Crimes,2016,10,103
REDBRIDGE,E09000026,Drug_Related_Crimes,2016,10,101
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2016,10,19
SOUTHWARK,E09000028,Drug_Related_Crimes,2016,10,154
SUTTON,E09000029,Drug_Related_Crimes,2016,10,32
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2016,10,138
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2016,10,79
WANDSWORTH,E09000032,Drug_Related_Crimes,2016,10,71
WESTMINSTER,E09000033,Drug_Related_Crimes,2016,10,166
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2016,10,68
BARNET,E09000003,Public_Order_Crimes,2016,10,136
BEXLEY,E09000004,Public_Order_Crimes,2016,10,62
BRENT,E09000005,Public_Order_Crimes,2016,10,139
BROMLEY,E09000006,Public_Order_Crimes,2016,10,135
CAMDEN,E09000007,Public_Order_Crimes,2016,10,147
CROYDON,E09000008,Public_Order_Crimes,2016,10,168
EALING,E09000009,Public_Order_Crimes,2016,10,161
ENFIELD,E09000010,Public_Order_Crimes,2016,10,107
GREENWICH,E09000011,Public_Order_Crimes,2016,10,129
HACKNEY,E09000012,Public_Order_Crimes,2016,10,169
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2016,10,116
HARINGEY,E09000014,Public_Order_Crimes,2016,10,141
HARROW,E09000015,Public_Order_Crimes,2016,10,54
HAVERING,E09000016,Public_Order_Crimes,2016,10,92
HILLINGDON,E09000017,Public_Order_Crimes,2016,10,135
HOUNSLOW,E09000018,Public_Order_Crimes,2016,10,119
ISLINGTON,E09000019,Public_Order_Crimes,2016,10,134
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2016,10,101
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2016,10,47
LAMBETH,E09000022,Public_Order_Crimes,2016,10,173
LEWISHAM,E09000023,Public_Order_Crimes,2016,10,119
MERTON,E09000024,Public_Order_Crimes,2016,10,53
NEWHAM,E09000025,Public_Order_Crimes,2016,10,135
REDBRIDGE,E09000026,Public_Order_Crimes,2016,10,90
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2016,10,64
SOUTHWARK,E09000028,Public_Order_Crimes,2016,10,156
SUTTON,E09000029,Public_Order_Crimes,2016,10,54
TOWER HAMLETS,E09000030,Public_Order_Crimes,2016,10,192
WALTHAM FOREST,E09000031,Public_Order_Crimes,2016,10,92
WANDSWORTH,E09000032,Public_Order_Crimes,2016,10,135
WESTMINSTER,E09000033,Public_Order_Crimes,2016,10,213
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2016,10,6
BARNET,E09000003,Legal_Process_Crimes,2016,10,6
BEXLEY,E09000004,Legal_Process_Crimes,2016,10,5
BRENT,E09000005,Legal_Process_Crimes,2016,10,7
BROMLEY,E09000006,Legal_Process_Crimes,2016,10,8
CAMDEN,E09000007,Legal_Process_Crimes,2016,10,3
CROYDON,E09000008,Legal_Process_Crimes,2016,10,7
EALING,E09000009,Legal_Process_Crimes,2016,10,6
ENFIELD,E09000010,Legal_Process_Crimes,2016,10,11
GREENWICH,E09000011,Legal_Process_Crimes,2016,10,4
HACKNEY,E09000012,Legal_Process_Crimes,2016,10,4
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2016,10,12
HARINGEY,E09000014,Legal_Process_Crimes,2016,10,15
HARROW,E09000015,Legal_Process_Crimes,2016,10,4
HAVERING,E09000016,Legal_Process_Crimes,2016,10,7
HILLINGDON,E09000017,Legal_Process_Crimes,2016,10,85
HOUNSLOW,E09000018,Legal_Process_Crimes,2016,10,25
ISLINGTON,E09000019,Legal_Process_Crimes,2016,10,10
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2016,10,1
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2016,10,1
LAMBETH,E09000022,Legal_Process_Crimes,2016,10,14
LEWISHAM,E09000023,Legal_Process_Crimes,2016,10,7
MERTON,E09000024,Legal_Process_Crimes,2016,10,6
NEWHAM,E09000025,Legal_Process_Crimes,2016,10,15
REDBRIDGE,E09000026,Legal_Process_Crimes,2016,10,14
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2016,10,1
SOUTHWARK,E09000028,Legal_Process_Crimes,2016,10,5
SUTTON,E09000029,Legal_Process_Crimes,2016,10,2
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2016,10,6
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2016,10,12
WANDSWORTH,E09000032,Legal_Process_Crimes,2016,10,4
WESTMINSTER,E09000033,Legal_Process_Crimes,2016,10,13
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2016,10,0
BARNET,E09000003,Weapon_Related_Crimes,2016,10,4
BEXLEY,E09000004,Weapon_Related_Crimes,2016,10,1
BRENT,E09000005,Weapon_Related_Crimes,2016,10,4
BROMLEY,E09000006,Weapon_Related_Crimes,2016,10,1
CAMDEN,E09000007,Weapon_Related_Crimes,2016,10,1
CROYDON,E09000008,Weapon_Related_Crimes,2016,10,11
EALING,E09000009,Weapon_Related_Crimes,2016,10,5
ENFIELD,E09000010,Weapon_Related_Crimes,2016,10,2
GREENWICH,E09000011,Weapon_Related_Crimes,2016,10,2
HACKNEY,E09000012,Weapon_Related_Crimes,2016,10,4
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2016,10,1
HARINGEY,E09000014,Weapon_Related_Crimes,2016,10,3
HARROW,E09000015,Weapon_Related_Crimes,2016,10,2
HAVERING,E09000016,Weapon_Related_Crimes,2016,10,5
HILLINGDON,E09000017,Weapon_Related_Crimes,2016,10,2
HOUNSLOW,E09000018,Weapon_Related_Crimes,2016,10,5
ISLINGTON,E09000019,Weapon_Related_Crimes,2016,10,5
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2016,10,5
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2016,10,1
LAMBETH,E09000022,Weapon_Related_Crimes,2016,10,5
LEWISHAM,E09000023,Weapon_Related_Crimes,2016,10,1
MERTON,E09000024,Weapon_Related_Crimes,2016,10,0
NEWHAM,E09000025,Weapon_Related_Crimes,2016,10,3
REDBRIDGE,E09000026,Weapon_Related_Crimes,2016,10,3
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2016,10,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2016,10,5
SUTTON,E09000029,Weapon_Related_Crimes,2016,10,0
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2016,10,2
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2016,10,3
WANDSWORTH,E09000032,Weapon_Related_Crimes,2016,10,2
WESTMINSTER,E09000033,Weapon_Related_Crimes,2016,10,10
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2016,10,165
BARNET,E09000003,Miscellaneous_Crimes,2016,10,217
BEXLEY,E09000004,Miscellaneous_Crimes,2016,10,171
BRENT,E09000005,Miscellaneous_Crimes,2016,10,215
